Year,Brand,Model,driven ,owners,fuel,prices,car type
2013,Maruti,ALTO,31791,1,PETROL,222000,Hatchback
2015,Maruti,Swift,33431,1,PETROL,406000,Hatchback
2020,Maruti,Swift,17891,1,PETROL,651000,Hatchback
2015,Maruti,Baleno,17970,1,PETROL,550000,Hatchback
2016,HYUNDAI,ELITE,40108,1,PETROL,599000,Hatchback
2015,HYUNDAI,ELITE,65864,1,PETROL,508000,Hatchback
2019,Maruti,SWIFT,12582,1,PETROL,537000,Hatchback
2011,Hyundai,i10,33084,1,PETROL,231000,Hatchback
2013,Maruti,Swift,90422,1,PETROL,351000,Hatchback
2019,Maruti,SWIFT,10616,1,PETROL,537000,Hatchback
2021,Maruti,New,16521,1,PETROL,531000,Hatchback
2017,Hyundai,Grand,41579,1,PETROL,484000,Hatchback
2021,Maruti,Alto,22081,1,CNG,490000,Hatchback
2021,Maruti,Swift,11545,2,PETROL,849000,Hatchback
2012,Maruti,Swift,24119,1,PETROL,332000,Hatchback
2018,Maruti,Swift,71738,2,PETROL,582000,Hatchback
2012,Maruti,Swift,57188,2,PETROL,333000,Hatchback
2019,Renault,Kwid,19797,1,PETROL,375000,Hatchback
2020,Hyundai,GRAND,50262,1,PETROL,689000,Hatchback
2020,Maruti,Baleno,18446,2,PETROL,570000,Hatchback
2019,Maruti,New,95841,1,CNG,527000,Hatchback
2012,Maruti,A,84158,1,PETROL,242000,Hatchback
2020,Toyota,Glanza,38634,1,PETROL,753000,Hatchback
2018,Hyundai,Grand,11097,1,PETROL,556000,Hatchback
2017,Maruti,Baleno,41278,1,PETROL,603000,Hatchback
2016,Maruti,Baleno,38385,1,PETROL,549000,Hatchback
2019,Maruti,S,40254,1,PETROL,402000,Hatchback
2020,Maruti,BALENO,10393,1,PETROL,781000,Hatchback
2018,Maruti,Alto,12729,1,PETROL,339000,Hatchback
2015,Maruti,SWIFT,10056,2,PETROL,450000,Hatchback
2021,Hyundai,NEW,89396,1,CNG,610000,Hatchback
2018,Hyundai,Grand,21903,2,PETROL,533000,Hatchback
2017,Maruti,BALENO,74148,1,PETROL,546000,Hatchback
2016,Maruti,Baleno,45836,1,PETROL,539000,Hatchback
2019,Maruti,Baleno,26181,1,PETROL,685000,Hatchback
2018,Maruti,Swift,31045,1,PETROL,659000,Hatchback
2021,Maruti,Baleno,19875,1,PETROL,702000,Hatchback
2021,Maruti,New,33874,1,CNG,595000,Hatchback
2015,Hyundai,Grand,37967,1,PETROL,422000,Hatchback
2021,Maruti,SWIFT,17211,1,PETROL,687000,Hatchback
2020,Maruti,BALENO,22410,1,PETROL,683000,Hatchback
2017,Maruti,Baleno,41947,1,PETROL,589000,Hatchback
2021,Maruti,ALTO,26838,1,CNG,493000,Hatchback
2017,Hyundai,Grand,19924,1,PETROL,532000,Hatchback
2017,HYUNDAI,GRAND,47749,2,CNG,468000,Hatchback
2015,Maruti,Swift,55080,1,PETROL,420000,Hatchback
2017,Maruti,Celerio,62774,2,PETROL,414000,Hatchback
2021,Hyundai,GRAND,19693,1,CNG,682000,Hatchback
2021,Maruti,S,24546,1,CNG,489000,Hatchback
2021,Tata,ALTROZ,37762,1,DIESEL,895000,Hatchback
2017,Maruti,Celerio,13779,2,PETROL,468000,Hatchback
2019,Maruti,SWIFT,70182,1,PETROL,525000,Hatchback
2019,Maruti,Celerio,6452,1,PETROL,459000,Hatchback
2014,Hyundai,i20,65518,1,PETROL,433000,Hatchback
2017,Maruti,Baleno,20275,1,PETROL,530000,Hatchback
2017,Maruti,Celerio,48291,1,CNG,433000,Hatchback
2020,Maruti,BALENO,27437,1,PETROL,748000,Hatchback
2017,Hyundai,Grand,57438,2,PETROL,524000,Hatchback
2019,HYUNDAI,NEW,59157,1,CNG,558000,Hatchback
2014,Hyundai,i20,59025,1,PETROL,427000,Hatchback
2018,HYUNDAI,GRAND,34557,1,CNG,531000,Hatchback
2022,HYUNDAI,GRAND,17428,1,CNG,772000,Hatchback
2021,Maruti,New,54602,1,CNG,598000,Hatchback
2020,Tata,ALTROZ,23332,1,PETROL,766000,Hatchback
2021,Maruti,New,63818,1,CNG,616000,Hatchback
2021,Hyundai,NEW,78260,1,CNG,577000,Hatchback
2017,Hyundai,Grand,64826,1,PETROL,551000,Hatchback
2022,Renault,Kwid,15801,1,PETROL,581000,Hatchback
2021,Maruti,Alto,10900,1,PETROL,380000,Hatchback
2015,Maruti,Alto,61997,1,PETROL,276000,Hatchback
2022,Maruti,New,42764,1,CNG,641000,Hatchback
2022,Maruti,S,4762,1,CNG,566000,Hatchback
2011,Hyundai,i10,71054,1,PETROL,263000,Hatchback
2016,Maruti,Baleno,50090,1,PETROL,551000,Hatchback
2015,Maruti,BALENO,45242,1,PETROL,544000,Hatchback
2016,Maruti,Alto,59423,1,PETROL,344000,Hatchback
2019,HYUNDAI,NEW,80968,1,CNG,540000,Hatchback
2021,Toyota,Glanza,24378,1,PETROL,840000,Hatchback
2021,Hyundai,GRAND,50380,1,CNG,677000,Hatchback
2016,Hyundai,Grand,79587,1,PETROL,448000,Hatchback
2021,Renault,Kwid,31433,1,PETROL,452000,Hatchback
2014,Maruti,Swift,34551,2,PETROL,406000,Hatchback
2014,Maruti,SWIFT,65544,1,PETROL,466000,Hatchback
2017,Maruti,Baleno,54410,1,PETROL,532000,Hatchback
2012,Maruti,Alto,30029,1,PETROL,212000,Hatchback
2011,Maruti,Zen,87929,1,PETROL,170000,Hatchback
2021,Hyundai,GRAND,44189,1,CNG,735000,Hatchback
2016,Maruti,Alto,88045,1,PETROL,292000,Hatchback
2021,Renault,Kwid,11917,1,PETROL,411000,Hatchback
2009,Maruti,A,47887,1,PETROL,146000,Hatchback
2020,Renault,Kwid,26260,1,PETROL,399000,Hatchback
2020,Maruti,New,37940,1,CNG,601000,Hatchback
2021,Maruti,New,17189,1,CNG,645000,Hatchback
2018,Maruti,CELERIO,49841,1,CNG,479000,Hatchback
2020,Hyundai,NEW,36716,2,PETROL,877000,Hatchback
2021,Maruti,Celerio,10723,1,PETROL,641000,Hatchback
2020,Maruti,Baleno,13917,1,PETROL,694000,Hatchback
2019,Maruti,S,55685,2,PETROL,381000,Hatchback
2015,HYUNDAI,GRAND,30105,1,PETROL,533000,Hatchback
2020,Hyundai,GRAND,44937,1,CNG,672000,Hatchback
2013,Maruti,Swift,51905,1,PETROL,339000,Hatchback
2018,Maruti,Baleno,24282,1,PETROL,603000,Hatchback
2021,Hyundai,NEW,53039,1,CNG,554000,Hatchback
2018,Maruti,Alto,8736,1,PETROL,334000,Hatchback
2010,Maruti,Alto,24884,1,PETROL,151000,Hatchback
2015,Hyundai,Elite,62808,1,PETROL,562000,Hatchback
2022,Maruti,S,3878,1,PETROL,557000,Hatchback
2017,Honda,Jazz,60716,1,PETROL,619000,Hatchback
2017,Hyundai,Grand,28749,1,PETROL,524000,Hatchback
2010,Maruti,Ritz,81744,1,PETROL,183000,Hatchback
2018,Maruti,Alto,18486,1,PETROL,326000,Hatchback
2010,Maruti,Swift,36986,1,PETROL,205000,Hatchback
2015,Hyundai,GRAND,53734,1,PETROL,416000,Hatchback
2021,Maruti,Swift,11210,1,PETROL,687000,Hatchback
2019,TATA,TIAGO,81827,1,PETROL,554000,Hatchback
2021,Maruti,Alto,6683,1,PETROL,386000,Hatchback
2019,Datsun,Redi,19374,1,PETROL,328000,Hatchback
2020,Tata,ALTROZ,20986,1,PETROL,788000,Hatchback
2011,Maruti,Wagon,53417,1,PETROL,234000,Hatchback
2020,Maruti,SWIFT,24791,1,PETROL,625000,Hatchback
2020,Maruti,Alto,25115,1,CNG,469000,Hatchback
2020,Maruti,Alto,16722,1,PETROL,356000,Hatchback
2019,Maruti,BALENO,31867,1,PETROL,737000,Hatchback
2015,HYUNDAI,GRAND,40103,1,PETROL,499000,Hatchback
2020,TOYOTA,Glanza,24252,1,PETROL,739000,Hatchback
2020,Renault,Kwid,13250,1,PETROL,470000,Hatchback
2012,Maruti,Alto,28604,1,PETROL,214000,Hatchback
2021,Maruti,SWIFT,19891,1,PETROL,679000,Hatchback
2021,Maruti,Alto,67623,1,CNG,449000,Hatchback
2010,Maruti,Wagon,32075,1,PETROL,184000,Hatchback
2013,Honda,Brio,97470,1,PETROL,287000,Hatchback
2012,Maruti,Swift,41110,1,PETROL,309000,Hatchback
2015,Hyundai,Elite,59987,2,PETROL,567000,Hatchback
2018,Maruti,ALTO,21316,2,PETROL,298000,Hatchback
2022,Maruti,S,21211,1,PETROL,458000,Hatchback
2018,Maruti,Alto,42611,1,PETROL,310000,Hatchback
2022,RENAULT,KWID,6624,1,PETROL,562000,Hatchback
2021,Hyundai,NEW,24565,1,CNG,563000,Hatchback
2016,HYUNDAI,ELITE,66877,1,PETROL,595000,Hatchback
2019,Maruti,S,34493,1,PETROL,413000,Hatchback
2020,Maruti,Alto,28756,1,PETROL,396000,Hatchback
2017,Hyundai,GRAND,15238,1,PETROL,500000,Hatchback
2020,Maruti,Alto,45647,1,PETROL,403000,Hatchback
2011,HYUNDAI,I10,57030,2,PETROL,194000,Hatchback
2013,Maruti,Alto,43202,1,PETROL,220000,Hatchback
2011,Maruti,Wagon,47816,2,PETROL,224000,Hatchback
2011,Maruti,SWIFT,73738,2,PETROL,250000,Hatchback
2017,Maruti,Alto,51892,1,PETROL,293000,Hatchback
2021,Tata,ALTROZ,37539,1,DIESEL,880000,Hatchback
2016,HYUNDAI,ELITE,37871,1,PETROL,611000,Hatchback
2020,Toyota,Glanza,26014,1,PETROL,825000,Hatchback
2019,HYUNDAI,NEW,68865,1,CNG,530000,Hatchback
2020,KIA,SONET,12461,1,PETROL,1286000,Hatchback
2021,Maruti,Alto,34832,1,CNG,439000,Hatchback
2016,Hyundai,Grand,95345,1,PETROL,430000,Hatchback
2019,Hyundai,Grand,25543,1,PETROL,576600,Hatchback
2016,HYUNDAI,GRAND,14929,2,PETROL,516000,Hatchback
2021,HYUNDAI,NEW,39295,1,CNG,622000,Hatchback
2014,Maruti,SWIFT,84447,1,PETROL,400000,Hatchback
2021,Hyundai,NEW,32150,1,CNG,581000,Hatchback
2020,Maruti,S,29963,1,PETROL,447000,Hatchback
2020,Tata,ALTROZ,32282,1,PETROL,725000,Hatchback
2014,HYUNDAI,ELITE,55240,1,PETROL,526000,Hatchback
2016,Honda,Jazz,51908,1,PETROL,526000,Hatchback
2020,Maruti,Celerio,84583,1,CNG,500000,Hatchback
2021,Hyundai,GRAND,22393,1,CNG,743000,Hatchback
2010,Maruti,Alto,79011,1,PETROL,177000,Hatchback
2015,Hyundai,Elite,61194,1,PETROL,508000,Hatchback
2022,Renault,Kwid,13872,1,PETROL,571000,Hatchback
2010,Maruti,Swift,83023,1,PETROL,212000,Hatchback
2011,Hyundai,i10,56652,2,PETROL,232000,Hatchback
2019,Maruti,SWIFT,39930,1,PETROL,613000,Hatchback
2021,Maruti,Alto,26771,1,CNG,437000,Hatchback
2022,RENAULT,KWID,5221,1,PETROL,562000,Hatchback
2017,Hyundai,GRAND,25091,1,PETROL,502000,Hatchback
2021,Maruti,New,44203,1,CNG,621000,Hatchback
2022,Maruti,New,41972,1,CNG,686000,Hatchback
2019,HYUNDAI,NEW,33057,1,CNG,605200,Hatchback
2022,Maruti,Alto,2913,1,CNG,512000,Hatchback
2020,Hyundai,GRAND,79701,1,CNG,706000,Hatchback
2021,Maruti,Alto,29147,1,PETROL,378000,Hatchback
2015,Maruti,Alto,88047,1,PETROL,265000,Hatchback
2012,Maruti,Alto,35297,1,PETROL,210000,Hatchback
2021,Hyundai,GRAND,11946,1,CNG,703000,Hatchback
2022,Tata,TIAGO,18867,1,PETROL,674000,Hatchback
2021,Maruti,Alto,27451,1,CNG,447000,Hatchback
2010,Maruti,ALTO,52162,1,PETROL,188000,Hatchback
2019,Maruti,S,4517,1,PETROL,417000,Hatchback
2012,Maruti,Swift,19698,1,PETROL,345000,Hatchback
2022,Maruti,S,12923,1,CNG,582000,Hatchback
2019,Maruti,Alto,33197,1,PETROL,361000,Hatchback
2022,RENAULT,KWID,5943,1,PETROL,562000,Hatchback
2022,Maruti,Alto,16482,1,CNG,500000,Hatchback
2017,Maruti,Alto,39548,1,PETROL,332000,Hatchback
2018,Maruti,ALTO,41768,1,PETROL,328000,Hatchback
2016,Maruti,BALENO,36594,1,PETROL,552000,Hatchback
2020,Hyundai,NEW,32179,1,CNG,598000,Hatchback
2021,Hyundai,NEW,5603,1,PETROL,683000,Hatchback
2011,Maruti,Wagon,22866,1,PETROL,232000,Hatchback
2011,Maruti,Alto,39093,1,PETROL,186000,Hatchback
2011,Maruti,Alto,48360,1,PETROL,183000,Hatchback
2022,Maruti,Alto,6742,1,PETROL,432000,Hatchback
2015,Maruti,Alto,34604,1,PETROL,295000,Hatchback
2020,Hyundai,GRAND,40999,1,PETROL,684000,Hatchback
2014,Maruti,Alto,64158,1,PETROL,253000,Hatchback
2021,Maruti,Alto,10329,1,PETROL,410000,Hatchback
2022,Maruti,Alto,23867,1,PETROL,422000,Hatchback
2021,Maruti,Alto,21969,1,PETROL,390000,Hatchback
2018,TATA,TIAGO,61865,1,CNG,405000,Hatchback
2018,Maruti,Swift,59124,1,PETROL,486000,Hatchback
2012,Hyundai,Santro,8170,1,PETROL,198000,Hatchback
2017,Hyundai,ELITE,89964,1,CNG,554000,Hatchback
2017,Maruti,Swift,44710,1,PETROL,438000,Hatchback
2018,Maruti,Celerio,37934,1,PETROL,378000,Hatchback
2017,RENAULT,KWID,62826,1,PETROL,278000,Hatchback
2015,Maruti,WAGON,85038,1,CNG,313000,Hatchback
2017,RENAULT,KWID,62040,1,PETROL,208000,Hatchback
2016,Maruti,Baleno,57964,1,PETROL,469000,Hatchback
2016,Maruti,Swift,44818,1,PETROL,460000,Hatchback
2015,Hyundai,Elite,52863,1,PETROL,495000,Hatchback
2020,Maruti,Swift,57644,1,PETROL,538000,Hatchback
2018,Hyundai,Eon,33233,1,PETROL,350000,Hatchback
2020,Maruti,Swift,2297,2,PETROL,554000,Hatchback
2015,Toyota,Etios,55801,1,PETROL,334000,Hatchback
2018,Maruti,Celerio,47995,1,CNG,420000,Hatchback
2017,Maruti,Alto,53679,1,CNG,286000,Hatchback
2019,Volkswagen,POLO,85697,1,DIESEL,716000,Hatchback
2010,Hyundai,i10,57257,1,PETROL,139000,Hatchback
2015,Hyundai,Elite,70296,1,PETROL,443000,Hatchback
2021,Maruti,BALENO,62830,1,PETROL,528000,Hatchback
2016,Maruti,BALENO,89229,2,CNG,474000,Hatchback
2019,RENAULT,KWID,27647,2,CNG,382000,Hatchback
2015,Maruti,ALTO,58475,1,PETROL,268000,Hatchback
2015,Maruti,ALTO,62108,1,PETROL,278000,Hatchback
2017,Tata,Tiago,44199,1,PETROL,450000,Hatchback
2018,Hyundai,Elite,53083,1,PETROL,587000,Hatchback
2015,Maruti,Swift,39493,2,PETROL,409000,Hatchback
2019,Maruti,Swift,68809,1,CNG,537000,Hatchback
2019,Renault,Kwid,20053,1,PETROL,349000,Hatchback
2019,Maruti,Alto,46970,1,PETROL,279000,Hatchback
2018,Maruti,Celerio,62538,1,CNG,444000,Hatchback
2017,Datsun,Redi,71823,1,PETROL,230000,Hatchback
2010,Maruti,SWIFT,80629,1,PETROL,178000,Hatchback
2019,Renault,Kwid,42751,1,PETROL,343000,Hatchback
2022,Maruti,SWIFT,2367,1,PETROL,739000,Hatchback
2017,HYUNDAI,ELITE,62561,1,CNG,584000,Hatchback
2016,Maruti,Alto,26466,1,PETROL,260000,Hatchback
2016,Maruti,CELERIO,22794,1,PETROL,408000,Hatchback
2017,RENAULT,KWID,67451,2,PETROL,327000,Hatchback
2018,Maruti,Alto,78858,1,CNG,322000,Hatchback
2020,Maruti,Baleno,21864,2,PETROL,556000,Hatchback
2012,Hyundai,i10,51610,1,PETROL,268000,Hatchback
2019,Maruti,ALTO,31708,1,CNG,386000,Hatchback
2016,Maruti,Swift,79267,1,PETROL,386000,Hatchback
2017,Maruti,WAGON,83472,1,PETROL,329000,Hatchback
2018,Maruti,WAGON,66619,1,CNG,414000,Hatchback
2014,Maruti,SWIFT,65768,1,CNG,359000,Hatchback
2019,Maruti,New,81578,1,CNG,472000,Hatchback
2019,Maruti,New,77038,2,CNG,466000,Hatchback
2015,HYUNDAI,GRAND,56766,1,PETROL,374000,Hatchback
2019,Hyundai,Elite,61470,1,DIESEL,689000,Hatchback
2019,Maruti,Swift,21693,1,PETROL,537000,Hatchback
2016,Maruti,BALENO,100486,1,PETROL,456000,Hatchback
2020,Maruti,Swift,18862,1,PETROL,562000,Hatchback
2020,Maruti,New,61785,1,CNG,552000,Hatchback
2019,Maruti,IGNIS,27641,1,PETROL,490000,Hatchback
2017,Maruti,Wagon,31298,1,PETROL,387000,Hatchback
2021,Maruti,Swift,29670,1,PETROL,552000,Hatchback
2015,Maruti,WAGON,57263,1,PETROL,357000,Hatchback
2018,Hyundai,Grand,65158,1,CNG,452000,Hatchback
2017,Maruti,SWIFT,81383,1,CNG,427000,Hatchback
2021,HYUNDAI,GRAND,29063,1,CNG,691000,Hatchback
2016,Maruti,Alto,68135,1,PETROL,261000,Hatchback
2019,Maruti,Alto,8973,1,PETROL,357000,Hatchback
2014,Maruti,CELERIO,75009,1,PETROL,284000,Hatchback
2015,Hyundai,Grand,65018,1,PETROL,368000,Hatchback
2018,Maruti,Celerio,87130,1,CNG,428000,Hatchback
2019,Volkswagen,Polo,63391,1,PETROL,751000,Hatchback
2018,Maruti,WAGON,60301,2,CNG,422000,Hatchback
2013,HYUNDAI,SANTRO,61308,1,PETROL,226000,Hatchback
2018,Maruti,Alto,47124,2,CNG,321000,Hatchback
2015,Maruti,Wagon,75688,1,CNG,327000,Hatchback
2019,Renault,Kwid,26678,1,PETROL,374000,Hatchback
2015,Maruti,Wagon,56510,1,PETROL,319000,Hatchback
2016,Maruti,Celerio,45100,2,PETROL,384000,Hatchback
2018,Maruti,Wagon,26380,1,CNG,450000,Hatchback
2013,Toyota,Etios,77156,1,PETROL,264000,Hatchback
2015,HYUNDAI,ELITE,72227,1,PETROL,480000,Hatchback
2020,Maruti,New,51129,1,CNG,528000,Hatchback
2021,Maruti,New,14396,1,CNG,576000,Hatchback
2012,Maruti,Swift,96958,1,PETROL,266000,Hatchback
2014,Maruti,Swift,11716,1,PETROL,392000,Hatchback
2021,Maruti,New,11646,1,CNG,603000,Hatchback
2019,Maruti,Swift,16914,1,PETROL,553000,Hatchback
2019,Tata,Tiago,33510,1,PETROL,487000,Hatchback
2019,Maruti,Alto,56896,1,CNG,402000,Hatchback
2010,Hyundai,i20,64580,2,PETROL,182000,Hatchback
2019,Maruti,New,53118,1,CNG,504000,Hatchback
2022,Maruti,ALTO,29930,1,PETROL,358000,Hatchback
2012,Maruti,Wagon,42599,1,CNG,268000,Hatchback
2016,Maruti,Alto,61606,1,PETROL,262000,Hatchback
2018,Maruti,Wagon,63580,2,CNG,423000,Hatchback
2017,Maruti,Swift,45297,1,PETROL,443000,Hatchback
2019,Maruti,Swift,49661,1,PETROL,532000,Hatchback
2014,Maruti,ALTO,21670,1,PETROL,260000,Hatchback
2019,Renault,Kwid,16602,1,PETROL,396000,Hatchback
2011,Maruti,SWIFT,80296,2,CNG,268000,Hatchback
2018,Maruti,Baleno,39910,2,PETROL,506000,Hatchback
2014,Maruti,SWIFT,79320,1,PETROL,355000,Hatchback
2012,Maruti,Swift,52784,1,PETROL,305000,Hatchback
2019,Renault,Kwid,9323,2,PETROL,344700,Hatchback
2016,Maruti,Celerio,65851,1,PETROL,390000,Hatchback
2018,Maruti,Baleno,28078,1,PETROL,586000,Hatchback
2011,Hyundai,Santro,49420,1,PETROL,197000,Hatchback
2010,Maruti,Wagon,44760,1,PETROL,183000,Hatchback
2020,Maruti,S,17545,1,PETROL,396000,Hatchback
2021,Maruti,ALTO,28914,1,CNG,471000,Hatchback
2020,Hyundai,NEW,39364,1,PETROL,443000,Hatchback
2011,Hyundai,i10,60974,2,PETROL,197000,Hatchback
2012,Maruti,Swift,85713,1,PETROL,294000,Hatchback
2016,Datsun,Redi,41932,2,PETROL,182000,Hatchback
2020,Maruti,BALENO,60810,1,CNG,653000,Hatchback
2021,Maruti,ALTO,18471,1,CNG,454000,Hatchback
2016,Maruti,Wagon,59801,2,CNG,312000,Hatchback
2017,Honda,Jazz,45391,1,PETROL,655000,Hatchback
2013,Maruti,A,59542,1,PETROL,245000,Hatchback
2018,Hyundai,Grand,22564,1,PETROL,509000,Hatchback
2020,Maruti,S,51085,1,CNG,532000,Hatchback
2022,HYUNDAI,NEW,6720,1,PETROL,710000,Hatchback
2018,Maruti,Swift,52224,2,PETROL,640000,Hatchback
2020,Maruti,New,23981,2,PETROL,547000,Hatchback
2019,Maruti,New,21779,1,CNG,610000,Hatchback
2019,Hyundai,NEW,34207,1,CNG,566000,Hatchback
2016,Honda,Jazz,63471,1,PETROL,462000,Hatchback
2017,Maruti,Swift,18939,1,PETROL,466000,Hatchback
2019,Maruti,Baleno,36080,2,PETROL,549000,Hatchback
2020,Hyundai,Creta,29789,1,PETROL,1190000,SUV
2019,TATA,Harrier,59820,1,DIESEL,1155000,SUV
2020,Maruti,Vitara,53238,1,PETROL,779000,SUV
2021,Hyundai,VENUE,50177,1,PETROL,799000,SUV
2021,Maruti,Vitara,40778,1,PETROL,714000,SUV
2018,Ford,Ecosport,49437,1,DIESEL,673000,SUV
2018,Honda,WR-V,37160,1,PETROL,659000,SUV
2018,Maruti,VITARA,50465,1,DIESEL,762000,SUV
2021,Renault,Kiger,41505,1,PETROL,673000,SUV
2020,Hyundai,Creta,44093,1,DIESEL,1446000,SUV
2021,KIA,SONET,39565,1,DIESEL,1329000,SUV
2020,Hyundai,Creta,45938,1,PETROL,1089000,SUV
2021,Tata,PUNCH,23183,1,PETROL,791000,SUV
2018,HYUNDAI,CRETA,60805,2,DIESEL,921000,SUV
2019,Maruti,Vitara,22375,1,DIESEL,794000,SUV
2015,Hyundai,Creta,26583,1,PETROL,858000,SUV
2021,KIA,SONET,27698,1,DIESEL,985000,SUV
2014,RENAULT,DUSTER,56105,1,DIESEL,382000,SUV
2019,Maruti,Vitara,83523,1,DIESEL,729000,SUV
2018,HYUNDAI,CRETA,93327,2,DIESEL,802000,SUV
2018,Maruti,Vitara,91293,1,DIESEL,724000,SUV
2018,Maruti,Vitara,43109,1,DIESEL,720000,SUV
2018,Mahindra,Thar,21244,1,DIESEL,857000,SUV
2021,Maruti,Vitara,27073,1,PETROL,891000,SUV
2016,FORD,ECOSPORT,58172,2,PETROL,567000,SUV
2018,Tata,NEXON,58008,1,PETROL,630000,SUV
2018,Maruti,Vitara,49317,1,DIESEL,727000,SUV
2017,FORD,ECOSPORT,14241,1,PETROL,749000,SUV
2022,Maruti,BREZZA,9124,1,PETROL,1285000,SUV
2021,TATA,NEXON,4731,1,PETROL,900000,SUV
2018,Honda,WR-V,50925,1,PETROL,630000,SUV
2018,Tata,NEXON,88706,1,PETROL,630000,SUV
2020,KIA,SELTOS,84335,1,DIESEL,1224000,SUV
2019,Tata,NEXON,28345,1,CNG,977000,SUV
2019,Maruti,Vitara,48414,1,DIESEL,826000,SUV
2015,Ford,Ecosport,40632,1,PETROL,575000,SUV
2020,Hyundai,VENUE,40734,1,DIESEL,820000,SUV
2018,Maruti,VITARA,81601,1,DIESEL,743000,SUV
2018,Maruti,Vitara,38226,1,DIESEL,792000,SUV
2017,HYUNDAI,CRETA,58830,1,DIESEL,848000,SUV
2020,Mahindra,KUV,26967,1,PETROL,619000,SUV
2019,MG,HECTOR,53140,2,DIESEL,1275000,SUV
2020,Renault,TRIBER,8756,1,PETROL,708000,SUV
2020,Hyundai,Creta,25687,1,PETROL,1272000,SUV
2016,Hyundai,TUCSON,75193,2,PETROL,1269000,SUV
2018,Tata,NEXON,46574,1,PETROL,747000,SUV
2018,Maruti,Vitara,91454,1,DIESEL,759000,SUV
2021,KIA,SONET,11425,1,PETROL,1108000,SUV
2018,Ford,Ecosport,101032,1,DIESEL,663000,SUV
2021,KIA,SONET,16149,1,PETROL,1126000,SUV
2018,HYUNDAI,TUCSON,25485,1,DIESEL,1717000,SUV
2022,Renault,TRIBER,27703,1,PETROL,693000,SUV
2018,Ford,Ecosport,45730,1,DIESEL,743000,SUV
2017,Hyundai,Creta,52304,1,PETROL,884000,SUV
2018,Maruti,Vitara,45655,1,DIESEL,793000,SUV
2022,Renault,Kiger,6642,1,PETROL,810000,SUV
2020,Tata,NEXON,46764,1,PETROL,840000,SUV
2018,RENAULT,DUSTER,83253,1,DIESEL,725000,SUV
2016,Hyundai,Creta,66606,1,PETROL,823000,SUV
2020,Hyundai,Creta,20273,1,PETROL,1231000,SUV
2018,Maruti,S,64362,1,DIESEL,671000,SUV
2019,Maruti,Vitara,57617,1,DIESEL,781000,SUV
2021,Maruti,Vitara,18400,1,PETROL,915000,SUV
2021,Maruti,Vitara,9999,1,PETROL,912000,SUV
2018,MAHINDRA,XUV500,93306,1,DIESEL,1094000,SUV
2022,HYUNDAI,VENUE,6246,1,PETROL,927000,SUV
2021,Mahindra,XUV,25852,1,PETROL,1025000,SUV
2017,Hyundai,Tucson,38835,1,PETROL,1283000,SUV
2021,HYUNDAI,CRETA,24849,1,PETROL,1289000,SUV
2021,Hyundai,VENUE,30747,1,PETROL,898000,SUV
2020,KIA,SELTOS,18651,1,PETROL,1633000,SUV
2019,Tata,NEXON,67365,1,PETROL,705000,SUV
2018,HYUNDAI,CRETA,46273,1,PETROL,922000,SUV
2021,Mahindra,Thar,12949,1,PETROL,1471000,SUV
2021,Tata,Harrier,45425,1,DIESEL,1743000,SUV
2015,Hyundai,Creta,28025,1,PETROL,743000,SUV
2020,KIA,SELTOS,49488,1,DIESEL,1320000,SUV
2019,Maruti,Vitara,78610,1,DIESEL,849000,SUV
2021,Renault,TRIBER,10510,1,PETROL,697000,SUV
2019,Maruti,Vitara,61330,1,DIESEL,804000,SUV
2021,KIA,SONET,25964,1,PETROL,1223000,SUV
2015,HYUNDAI,CRETA,56461,1,DIESEL,752000,SUV
2018,Honda,WR-V,12280,1,PETROL,867000,SUV
2018,Maruti,VITARA,65843,1,DIESEL,816000,SUV
2017,Maruti,VITARA,93090,1,DIESEL,614000,SUV
2022,Nissan,MAGNITE,3008,1,PETROL,842000,SUV
2019,Hyundai,VENUE,88515,1,DIESEL,845000,SUV
2018,Maruti,Vitara,89151,1,DIESEL,820000,SUV
2018,Honda,WR-V,27235,1,PETROL,657000,SUV
2019,Hyundai,Creta,21153,1,PETROL,1140000,SUV
2021,Renault,Kiger,6835,1,PETROL,938000,SUV
2016,Hyundai,Creta,54945,1,PETROL,779000,SUV
2021,Renault,Kiger,17632,1,PETROL,845000,SUV
2019,Mahindra,XUV500,23017,1,DIESEL,1471000,SUV
2018,Maruti,Vitara,69862,1,DIESEL,692000,SUV
2017,Renault,Duster,33494,1,PETROL,667000,SUV
2021,Renault,Kiger,11244,1,PETROL,871000,SUV
2018,Ford,Ecosport,54831,1,DIESEL,710000,SUV
2016,Hyundai,Creta,95696,1,PETROL,832000,SUV
2019,Datsun,Go,19068,1,PETROL,514000,SUV
2021,Maruti,Vitara,18939,1,PETROL,882000,SUV
2019,Maruti,VITARA,41612,1,DIESEL,815000,SUV
2019,HYUNDAI,VENUE,37597,2,PETROL,874000,SUV
2018,Mahindra,XUV500,75908,1,DIESEL,1083000,SUV
2019,Tata,NEXON,23694,1,PETROL,965000,SUV
2018,Hyundai,Tucson,86933,2,PETROL,1313000,SUV
2021,Maruti,S,17916,1,PETROL,873000,SUV
2019,Tata,NEXON,49044,2,PETROL,944000,SUV
2018,Maruti,Vitara,64938,1,DIESEL,758000,SUV
2018,Maruti,S,13808,1,DIESEL,949000,SUV
2021,Renault,Kiger,33025,1,PETROL,763000,SUV
